Reporting Period,County,Age,Number of Eligible Individuals
2015-07,Solano,2,2643
2015-07,Solano,3,2553
2015-07,Solano,4,2680
2015-07,Solano,5,2619
2015-07,Solano,6,2744
2015-07,Solano,7,2829
2015-07,Solano,8,2651
2015-07,Solano,9,2522
2015-07,Solano,10,2441
2015-07,Solano,11,2353
2015-07,Solano,12,2365
2015-07,Solano,13,2258
2015-07,Solano,14,2258
2015-07,Solano,15,2165
2015-07,Solano,16,2179
2015-07,Solano,17,2126
2015-07,Solano,18,2104
2015-07,Solano,19,1834
2015-07,Solano,20,1750
2015-07,Sonoma,0,2965
2015-07,Sonoma,1,2689
2015-07,Sonoma,2,2653
2015-07,Sonoma,3,2637
2015-07,Sonoma,4,2846
2015-07,Sonoma,5,2989
2015-07,Sonoma,6,2990
2015-07,Sonoma,7,3008
2015-07,Sonoma,8,3022
2015-07,Sonoma,9,2842
2015-07,Sonoma,10,2804
2015-07,Sonoma,11,2684
2015-07,Sonoma,12,2623
2015-07,Sonoma,13,2555
2015-07,Sonoma,14,2441
2015-07,Sonoma,15,2407
2015-07,Sonoma,16,2397
2015-07,Sonoma,17,2247
2015-07,Sonoma,18,2288
2015-07,Sonoma,19,1744
2015-07,Sonoma,20,1717
2015-07,Stanislaus,0,5917
2015-07,Stanislaus,1,5280
2015-07,Stanislaus,2,5139
2015-07,Stanislaus,3,5168
2015-07,Stanislaus,4,5285
2015-07,Stanislaus,5,5249
2015-07,Stanislaus,6,5419
2015-07,Stanislaus,7,5665
2015-07,Stanislaus,8,5551
2015-07,Stanislaus,9,5283
2015-07,Stanislaus,10,4975
2015-07,Stanislaus,11,4836
2015-07,Stanislaus,12,4929
2015-07,Stanislaus,13,4839
2015-07,Stanislaus,14,4674
2015-07,Stanislaus,15,4542
2015-07,Stanislaus,16,4483
2015-07,Stanislaus,17,4446
2015-07,Stanislaus,18,4329
2015-07,Stanislaus,19,4041
2015-07,Stanislaus,20,3661
2015-07,Sutter,0,1005
2015-07,Sutter,1,899
2015-07,Sutter,2,940
2015-07,Sutter,3,938
2015-07,Sutter,4,965
2015-07,Sutter,5,990
2015-07,Sutter,6,963
2015-07,Sutter,7,993
2015-07,Sutter,8,1020
2015-07,Sutter,9,922
2015-07,Sutter,10,934
2015-07,Sutter,11,881
2015-07,Sutter,12,896
2015-07,Sutter,13,876
2015-07,Sutter,14,820
2015-07,Sutter,15,804
2015-07,Sutter,16,791
2015-07,Sutter,17,769
2015-07,Sutter,18,801
2015-07,Sutter,19,621
2015-07,Sutter,20,580
2015-07,Tehama,0,748
2015-07,Tehama,1,630
2015-07,Tehama,2,652
2015-07,Tehama,3,624
2015-07,Tehama,4,661
2015-07,Tehama,5,666
2015-07,Tehama,6,658
2015-07,Tehama,7,690
2015-07,Tehama,8,644
2015-07,Tehama,9,657
2015-07,Tehama,10,593
2015-07,Tehama,11,593
2015-07,Tehama,12,521
2015-07,Tehama,13,535
2015-07,Tehama,14,498
2015-07,Tehama,15,508
2015-07,Tehama,16,521
2015-07,Tehama,17,454
2015-07,Tehama,18,468
2015-07,Tehama,19,407
2015-07,Tehama,20,410
2015-07,Trinity,0,94
2015-07,Trinity,1,105
2015-07,Trinity,2,109
2015-07,Trinity,3,75
2015-07,Trinity,4,89
2015-07,Trinity,5,78
2015-07,Trinity,6,91
2015-07,Trinity,7,78
2015-07,Trinity,8,103
2015-07,Trinity,9,81
2015-07,Trinity,10,90
2015-07,Trinity,11,78
2015-07,Trinity,12,96
2015-07,Trinity,13,80
2015-07,Trinity,14,75
2015-07,Trinity,15,79
2015-07,Trinity,16,72
2015-07,Trinity,17,85
2015-07,Trinity,18,82
2015-07,Trinity,19,81
2015-07,Trinity,20,61
2015-07,Tulare,0,6692
2015-07,Tulare,1,6150
2015-07,Tulare,2,6370
2015-07,Tulare,3,6403
2015-07,Tulare,4,6493
2015-07,Tulare,5,6529
2015-07,Tulare,6,6522
2015-07,Tulare,7,6856
2015-07,Tulare,8,6646
2015-07,Tulare,9,6326
2015-07,Tulare,10,6345
2015-07,Tulare,11,6017
2015-07,Tulare,12,5955
2015-07,Tulare,13,5661
2015-07,Tulare,14,5726
2015-07,Tulare,15,5383
2015-07,Tulare,16,5254
2015-07,Tulare,17,5244
2015-07,Tulare,18,5072
2015-07,Tulare,19,4150
2015-07,Tulare,20,3951
2015-07,Tuolumne,0,277
2015-07,Tuolumne,1,310
2015-07,Tuolumne,2,293
2015-07,Tuolumne,3,300
2015-07,Tuolumne,4,268
2015-07,Tuolumne,5,260
2015-07,Tuolumne,6,261
2015-07,Tuolumne,7,274
2015-07,Tuolumne,8,276
2015-07,Tuolumne,9,268
2015-07,Tuolumne,10,258
2015-07,Tuolumne,11,236
2015-07,Tuolumne,12,248
2015-07,Tuolumne,13,231
2015-07,Tuolumne,14,276
2015-07,Tuolumne,15,250
2015-07,Tuolumne,16,241
2015-07,Tuolumne,17,280
2015-07,Tuolumne,18,231
2015-07,Tuolumne,19,235
2015-07,Tuolumne,20,196
2015-07,Ventura,0,6017
2015-07,Ventura,1,5418
2015-07,Ventura,2,5307
2015-07,Ventura,3,5292
2015-07,Ventura,4,5603
2015-07,Ventura,5,5654
2015-07,Ventura,6,5814
2015-07,Ventura,7,5890
2015-07,Ventura,8,5848
2015-07,Ventura,9,5712
2015-07,Ventura,10,5301
2015-07,Ventura,11,5121
2015-07,Ventura,12,5028
2015-07,Ventura,13,4801
2015-07,Ventura,14,4678
2015-07,Ventura,15,4703
2015-07,Ventura,16,4564
2015-07,Ventura,17,4523
2015-07,Ventura,18,4338
2015-07,Ventura,19,3513
2015-07,Ventura,20,3440
2015-07,Yolo,0,1380
2015-07,Yolo,1,1311
2015-07,Yolo,2,1312
2015-07,Yolo,3,1197
2015-07,Yolo,4,1197
2015-07,Yolo,5,1266
2015-07,Yolo,6,1288
2015-07,Yolo,7,1294
2015-07,Yolo,8,1322
2015-07,Yolo,9,1268
2015-07,Yolo,10,1159
2015-07,Yolo,11,1191
2015-07,Yolo,12,1156
2015-07,Yolo,13,1115
2015-07,Yolo,14,1129
2015-07,Yolo,15,1059
2015-07,Yolo,16,1088
2015-07,Yolo,17,985
2015-07,Yolo,18,1028
2015-07,Yolo,19,927
2015-07,Yolo,20,966
2015-07,Yuba,0,828
2015-07,Yuba,1,712
2015-07,Yuba,2,716
2015-07,Yuba,3,687
2015-07,Yuba,4,713
2015-07,Yuba,5,694
2015-07,Yuba,6,746
2015-07,Yuba,7,741
2015-07,Yuba,8,736
2015-07,Yuba,9,697
2015-07,Yuba,10,686
2015-07,Yuba,11,628
2015-07,Yuba,12,678
2015-07,Yuba,13,592
2015-07,Yuba,14,609
2015-07,Yuba,15,574
2015-07,Yuba,16,601
2015-07,Yuba,17,601
2015-07,Yuba,18,550
2015-07,Yuba,19,476
2015-07,Yuba,20,483
2015-08,Alameda,0,8676
2015-08,Alameda,1,8142
2015-08,Alameda,2,8118
2015-08,Alameda,3,8018
2015-08,Alameda,4,8040
2015-08,Alameda,5,8310
2015-08,Alameda,6,8476
2015-08,Alameda,7,8820
2015-08,Alameda,8,8595
2015-08,Alameda,9,8094
2015-08,Alameda,10,7756
2015-08,Alameda,11,7740
2015-08,Alameda,12,7467
2015-08,Alameda,13,7356
2015-08,Alameda,14,7255
2015-08,Alameda,15,7338
2015-08,Alameda,16,7069
2015-08,Alameda,17,7182
2015-08,Alameda,18,7098
2015-08,Alameda,19,5923
2015-08,Alameda,20,5746
2015-08,Alpine,0,
2015-08,Alpine,1,13
2015-08,Alpine,2,
2015-08,Alpine,3,
2015-08,Alpine,4,
2015-08,Alpine,5,
2015-08,Alpine,6,
2015-08,Alpine,7,
2015-08,Alpine,8,
2015-08,Alpine,9,
2015-08,Alpine,10,
2015-08,Alpine,11,
2015-08,Alpine,12,
2015-08,Alpine,13,
2015-08,Alpine,14,
2015-08,Alpine,15,
2015-08,Alpine,16,
2015-08,Alpine,17,
2015-08,Alpine,18,
2015-08,Alpine,19,
2015-08,Alpine,20,
2015-08,Amador,0,186
2015-08,Amador,1,167
2015-08,Amador,2,159
2015-08,Amador,3,162
2015-08,Amador,4,149
2015-08,Amador,5,140
2015-08,Amador,6,155
2015-08,Amador,7,161
2015-08,Amador,8,161
2015-08,Amador,9,171
2015-08,Amador,10,149
2015-08,Amador,11,140
2015-08,Amador,12,146
2015-08,Amador,13,155
2015-08,Amador,14,130
2015-08,Amador,15,151
2015-08,Amador,16,121
2015-08,Amador,17,152
2015-08,Amador,18,131
2015-08,Amador,19,119
2015-08,Amador,20,101
2015-08,Butte,0,1843
2015-08,Butte,1,1687
2015-08,Butte,2,1513
2015-08,Butte,3,1531
2015-08,Butte,4,1570
2015-08,Butte,5,1609
2015-08,Butte,6,1564
2015-08,Butte,7,1652
2015-08,Butte,8,1573
2015-08,Butte,9,1562
2015-08,Butte,10,1417
2015-08,Butte,11,1402
2015-08,Butte,12,1403
2015-08,Butte,13,1388
2015-08,Butte,14,1372
2015-08,Butte,15,1290
2015-08,Butte,16,1345
2015-08,Butte,17,1378
2015-08,Butte,18,1320
2015-08,Butte,19,1365
2015-08,Butte,20,1384
2015-08,Calaveras,0,246
2015-08,Calaveras,1,240
2015-08,Calaveras,2,212
2015-08,Calaveras,3,190
2015-08,Calaveras,4,217
2015-08,Calaveras,5,234
2015-08,Calaveras,6,224
2015-08,Calaveras,7,245
2015-08,Calaveras,8,227
2015-08,Calaveras,9,215
2015-08,Calaveras,10,220
2015-08,Calaveras,11,198
2015-08,Calaveras,12,217
2015-08,Calaveras,13,186
2015-08,Calaveras,14,199
2015-08,Calaveras,15,221
2015-08,Calaveras,16,224
2015-08,Calaveras,17,211
2015-08,Calaveras,18,189
2015-08,Calaveras,19,187
2015-08,Calaveras,20,161
2015-08,Colusa,0,235
2015-08,Colusa,1,233
2015-08,Colusa,2,240
2015-08,Colusa,3,237
2015-08,Colusa,4,239
2015-08,Colusa,5,244
2015-08,Colusa,6,278
2015-08,Colusa,7,291
2015-08,Colusa,8,294
2015-08,Colusa,9,272
2015-08,Colusa,10,240
2015-08,Colusa,11,249
2015-08,Colusa,12,241
2015-08,Colusa,13,219
2015-08,Colusa,14,228
2015-08,Colusa,15,208
2015-08,Colusa,16,224
2015-08,Colusa,17,239
2015-08,Colusa,18,182
2015-08,Colusa,19,166
2015-08,Colusa,20,158
2015-08,Contra Costa,0,5859
2015-08,Contra Costa,1,5561
2015-08,Contra Costa,2,5600
2015-08,Contra Costa,3,5436
2015-08,Contra Costa,4,5644
2015-08,Contra Costa,5,5656
2015-08,Contra Costa,6,5704
2015-08,Contra Costa,7,5904
2015-08,Contra Costa,8,6043
2015-08,Contra Costa,9,5561
2015-08,Contra Costa,10,5560
2015-08,Contra Costa,11,5403
2015-08,Contra Costa,12,5363
2015-08,Contra Costa,13,5293
2015-08,Contra Costa,14,5267
2015-08,Contra Costa,15,5133
2015-08,Contra Costa,16,5015
2015-08,Contra Costa,17,5050
2015-08,Contra Costa,18,4799
2015-08,Contra Costa,19,4259
2015-08,Contra Costa,20,4033
2015-08,Del Norte,0,253
2015-08,Del Norte,1,273
2015-08,Del Norte,2,265
2015-08,Del Norte,3,222
2015-08,Del Norte,4,242
2015-08,Del Norte,5,257
2015-08,Del Norte,6,217
2015-08,Del Norte,7,230
2015-08,Del Norte,8,267
2015-08,Del Norte,9,242
2015-08,Del Norte,10,192
2015-08,Del Norte,11,190
2015-08,Del Norte,12,199
2015-08,Del Norte,13,195
2015-08,Del Norte,14,195
2015-08,Del Norte,15,205
2015-08,Del Norte,16,187
2015-08,Del Norte,17,211
2015-08,Del Norte,18,198
2015-08,Del Norte,19,172
2015-08,Del Norte,20,169
2015-08,El Dorado,0,808
2015-08,El Dorado,1,750
2015-08,El Dorado,2,694
2015-08,El Dorado,3,746
2015-08,El Dorado,4,756
2015-08,El Dorado,5,742
2015-08,El Dorado,6,773
2015-08,El Dorado,7,799
2015-08,El Dorado,8,805
2015-08,El Dorado,9,813
2015-08,El Dorado,10,728
2015-08,El Dorado,11,709
2015-08,El Dorado,12,722
2015-08,El Dorado,13,709
2015-08,El Dorado,14,636
2015-08,El Dorado,15,677
2015-08,El Dorado,16,651
2015-08,El Dorado,17,626
2015-08,El Dorado,18,603
2015-08,El Dorado,19,502
2015-08,El Dorado,20,503
2015-08,Fresno,0,12795
2015-08,Fresno,1,12295
2015-08,Fresno,2,12028
2015-08,Fresno,3,11736
2015-08,Fresno,4,12025
2015-08,Fresno,5,11955
2015-08,Fresno,6,11706
2015-08,Fresno,7,12486
2015-08,Fresno,8,11983
2015-08,Fresno,9,11452
2015-08,Fresno,10,11132
2015-08,Fresno,11,10531
2015-08,Fresno,12,10419
2015-08,Fresno,13,9846
2015-08,Fresno,14,9940
2015-08,Fresno,15,9752
2015-08,Fresno,16,9465
2015-08,Fresno,17,9400
2015-08,Fresno,18,9300
2015-08,Fresno,19,7922
2015-08,Fresno,20,7940
2015-08,Glenn,0,316
2015-08,Glenn,1,305
2015-08,Glenn,2,277
2015-08,Glenn,3,268
2015-08,Glenn,4,275
2015-08,Glenn,5,293
2015-08,Glenn,6,342
2015-08,Glenn,7,303
2015-08,Glenn,8,332
2015-08,Glenn,9,299
2015-08,Glenn,10,321
2015-08,Glenn,11,281
2015-08,Glenn,12,258
2015-08,Glenn,13,259
2015-08,Glenn,14,264
2015-08,Glenn,15,262
2015-08,Glenn,16,277
2015-08,Glenn,17,291
2015-08,Glenn,18,238
2015-08,Glenn,19,178
2015-08,Glenn,20,170
2015-08,Humboldt,0,1195
2015-08,Humboldt,1,1056
2015-08,Humboldt,2,1072
2015-08,Humboldt,3,953
2015-08,Humboldt,4,1035
2015-08,Humboldt,5,996
2015-08,Humboldt,6,947
2015-08,Humboldt,7,1045
2015-08,Humboldt,8,985
2015-08,Humboldt,9,942
2015-08,Humboldt,10,981
2015-08,Humboldt,11,836
2015-08,Humboldt,12,829
2015-08,Humboldt,13,800
2015-08,Humboldt,14,843
2015-08,Humboldt,15,743
2015-08,Humboldt,16,788
2015-08,Humboldt,17,766
2015-08,Humboldt,18,727
2015-08,Humboldt,19,698
2015-08,Humboldt,20,700
2015-08,Imperial,0,2417
2015-08,Imperial,1,2132
2015-08,Imperial,2,1987
2015-08,Imperial,3,1975
2015-08,Imperial,4,2041
2015-08,Imperial,5,2037
2015-08,Imperial,6,2126
2015-08,Imperial,7,2153
2015-08,Imperial,8,2048
2015-08,Imperial,9,1938
2015-08,Imperial,10,2033
2015-08,Imperial,11,1948
2015-08,Imperial,12,1894
2015-08,Imperial,13,1850
2015-08,Imperial,14,1829
2015-08,Imperial,15,1845
2015-08,Imperial,16,1862
2015-08,Imperial,17,1716
2015-08,Imperial,18,1800
2015-08,Imperial,19,1465
2015-08,Imperial,20,1405
2015-08,Inyo,0,126
2015-08,Inyo,1,145
2015-08,Inyo,2,112
2015-08,Inyo,3,136
2015-08,Inyo,4,100
2015-08,Inyo,5,111
2015-08,Inyo,6,134
2015-08,Inyo,7,117
2015-08,Inyo,8,117
2015-08,Inyo,9,126
2015-08,Inyo,10,127
2015-08,Inyo,11,109
2015-08,Inyo,12,109
2015-08,Inyo,13,97
2015-08,Inyo,14,103
2015-08,Inyo,15,105
2015-08,Inyo,16,106
2015-08,Inyo,17,103
2015-08,Inyo,18,96
2015-08,Inyo,19,84
2015-08,Inyo,20,69
2015-08,Kern,0,11119
2015-08,Kern,1,10191
2015-08,Kern,2,10353
2015-08,Kern,3,9930
2015-08,Kern,4,10211
2015-08,Kern,5,10208
2015-08,Kern,6,10311
2015-08,Kern,7,10559
2015-08,Kern,8,10160
2015-08,Kern,9,10001
2015-08,Kern,10,9360
2015-08,Kern,11,9086
2015-08,Kern,12,8986
2015-08,Kern,13,8648
2015-08,Kern,14,8393
2015-08,Kern,15,8339
2015-08,Kern,16,8040
2015-08,Kern,17,7875
2015-08,Kern,18,7639
2015-08,Kern,19,6615
2015-08,Kern,20,6450
2015-08,Kings,0,1666
2015-08,Kings,1,1420
2015-08,Kings,2,1477
2015-08,Kings,3,1469
2015-08,Kings,4,1504
2015-08,Kings,5,1471
2015-08,Kings,6,1539
2015-08,Kings,7,1647
2015-08,Kings,8,1519
2015-08,Kings,9,1469
2015-08,Kings,10,1459
2015-08,Kings,11,1338
2015-08,Kings,12,1256
2015-08,Kings,13,1227
2015-08,Kings,14,1275
2015-08,Kings,15,1206
2015-08,Kings,16,1187
2015-08,Kings,17,1164
2015-08,Kings,18,1063
2015-08,Kings,19,1007
2015-08,Kings,20,867
2015-08,Lake,0,626
2015-08,Lake,1,619
2015-08,Lake,2,607
2015-08,Lake,3,620
2015-08,Lake,4,615
2015-08,Lake,5,604
2015-08,Lake,6,584
2015-08,Lake,7,580
2015-08,Lake,8,654
2015-08,Lake,9,574
2015-08,Lake,10,556
2015-08,Lake,11,507
2015-08,Lake,12,529
2015-08,Lake,13,531
2015-08,Lake,14,492
2015-08,Lake,15,513
2015-08,Lake,16,513
2015-08,Lake,17,484
2015-08,Lake,18,492
2015-08,Lake,19,430
2015-08,Lake,20,418
2015-08,Lassen,0,194
2015-08,Lassen,1,209
2015-08,Lassen,2,162
2015-08,Lassen,3,181
2015-08,Lassen,4,172
2015-08,Lassen,5,166
2015-08,Lassen,6,167
2015-08,Lassen,7,157
2015-08,Lassen,8,148
2015-08,Lassen,9,163
2015-08,Lassen,10,143
2015-08,Lassen,11,140
2015-08,Lassen,12,136
2015-08,Lassen,13,146
2015-08,Lassen,14,119
2015-08,Lassen,15,134
2015-08,Lassen,16,137
2015-08,Lassen,17,147
2015-08,Lassen,18,112
2015-08,Lassen,19,131
2015-08,Lassen,20,98
2015-08,Los Angeles,0,80880
2015-08,Los Angeles,1,76889
2015-08,Los Angeles,2,75050
2015-08,Los Angeles,3,75087
2015-08,Los Angeles,4,76772
2015-08,Los Angeles,5,77613
2015-08,Los Angeles,6,78911
2015-08,Los Angeles,7,82304
2015-08,Los Angeles,8,80641
2015-08,Los Angeles,9,76549
2015-08,Los Angeles,10,74936
2015-08,Los Angeles,11,73573
2015-08,Los Angeles,12,73193
2015-08,Los Angeles,13,71619
2015-08,Los Angeles,14,72921
2015-08,Los Angeles,15,74158
2015-08,Los Angeles,16,72597
2015-08,Los Angeles,17,73129
2015-08,Los Angeles,18,72376
2015-08,Los Angeles,19,64997
2015-08,Los Angeles,20,63013
2015-08,Madera,0,2019
2015-08,Madera,1,1815
2015-08,Madera,2,1833
2015-08,Madera,3,1831
2015-08,Madera,4,1850
2015-08,Madera,5,1836
2015-08,Madera,6,1822
2015-08,Madera,7,1937
2015-08,Madera,8,1939
2015-08,Madera,9,1793
2015-08,Madera,10,1745
2015-08,Madera,11,1703
2015-08,Madera,12,1661
2015-08,Madera,13,1560
2015-08,Madera,14,1594
2015-08,Madera,15,1560
2015-08,Madera,16,1434
2015-08,Madera,17,1451
2015-08,Madera,18,1468
2015-08,Madera,19,1095
2015-08,Madera,20,1120
2015-08,Marin,0,886
2015-08,Marin,1,858
2015-08,Marin,2,775
2015-08,Marin,3,809
2015-08,Marin,4,872
2015-08,Marin,5,813
2015-08,Marin,6,882
2015-08,Marin,7,965
2015-08,Marin,8,928
2015-08,Marin,9,817
2015-08,Marin,10,820
2015-08,Marin,11,843
2015-08,Marin,12,802
2015-08,Marin,13,800
2015-08,Marin,14,783
2015-08,Marin,15,745
2015-08,Marin,16,725
2015-08,Marin,17,702
2015-08,Marin,18,700
2015-08,Marin,19,609
2015-08,Marin,20,514
2015-08,Mariposa,0,109
2015-08,Mariposa,1,91
2015-08,Mariposa,2,84
2015-08,Mariposa,3,78
2015-08,Mariposa,4,89
2015-08,Mariposa,5,88
2015-08,Mariposa,6,76
2015-08,Mariposa,7,88
2015-08,Mariposa,8,87
2015-08,Mariposa,9,85
2015-08,Mariposa,10,89
2015-08,Mariposa,11,65
2015-08,Mariposa,12,90
2015-08,Mariposa,13,71
2015-08,Mariposa,14,91
2015-08,Mariposa,15,92
2015-08,Mariposa,16,85
2015-08,Mariposa,17,80
2015-08,Mariposa,18,70
2015-08,Mariposa,19,80
2015-08,Mariposa,20,63
2015-08,Mendocino,0,892
2015-08,Mendocino,1,897
2015-08,Mendocino,2,887
2015-08,Mendocino,3,893
2015-08,Mendocino,4,826
2015-08,Mendocino,5,897
2015-08,Mendocino,6,859
2015-08,Mendocino,7,921
2015-08,Mendocino,8,811
2015-08,Mendocino,9,839
2015-08,Mendocino,10,788
2015-08,Mendocino,11,729
2015-08,Mendocino,12,758
2015-08,Mendocino,13,748
2015-08,Mendocino,14,724
2015-08,Mendocino,15,750
2015-08,Mendocino,16,691
2015-08,Mendocino,17,683
2015-08,Mendocino,18,692
2015-08,Mendocino,19,655
2015-08,Mendocino,20,591
2015-08,Merced,0,3508
2015-08,Merced,1,3346
2015-08,Merced,2,3469
2015-08,Merced,3,3396
2015-08,Merced,4,3538
2015-08,Merced,5,3399
2015-08,Merced,6,3479
2015-08,Merced,7,3532
2015-08,Merced,8,3651
2015-08,Merced,9,3391
2015-08,Merced,10,3279
2015-08,Merced,11,3139
2015-08,Merced,12,3186
2015-08,Merced,13,3101
2015-08,Merced,14,3051
2015-08,Merced,15,3017
2015-08,Merced,16,2872
2015-08,Merced,17,2798
2015-08,Merced,18,2730
2015-08,Merced,19,2583
2015-08,Merced,20,2410
2015-08,Modoc,0,70
2015-08,Modoc,1,60
2015-08,Modoc,2,76
2015-08,Modoc,3,67
2015-08,Modoc,4,73
2015-08,Modoc,5,63
2015-08,Modoc,6,63
2015-08,Modoc,7,73
2015-08,Modoc,8,67
2015-08,Modoc,9,56
2015-08,Modoc,10,68
2015-08,Modoc,11,61
2015-08,Modoc,12,61
2015-08,Modoc,13,46
2015-08,Modoc,14,52
2015-08,Modoc,15,49
2015-08,Modoc,16,51
2015-08,Modoc,17,58
2015-08,Modoc,18,45
2015-08,Modoc,19,60
2015-08,Modoc,20,37
2015-08,Mono,0,116
2015-08,Mono,1,87
2015-08,Mono,2,104
2015-08,Mono,3,92
2015-08,Mono,4,83
2015-08,Mono,5,74
2015-08,Mono,6,90
2015-08,Mono,7,94
2015-08,Mono,8,92
2015-08,Mono,9,94
2015-08,Mono,10,97
2015-08,Mono,11,83
2015-08,Mono,12,73
2015-08,Mono,13,91
2015-08,Mono,14,76
2015-08,Mono,15,53
2015-08,Mono,16,53
2015-08,Mono,17,83
2015-08,Mono,18,50
2015-08,Mono,19,63
2015-08,Mono,20,51
2015-08,Monterey,0,5528
2015-08,Monterey,1,4941
2015-08,Monterey,2,4758
2015-08,Monterey,3,4817
2015-08,Monterey,4,4945
2015-08,Monterey,5,4829
2015-08,Monterey,6,5049
2015-08,Monterey,7,5187
2015-08,Monterey,8,5022
2015-08,Monterey,9,4739
2015-08,Monterey,10,4488
2015-08,Monterey,11,4292
2015-08,Monterey,12,4111
2015-08,Monterey,13,3963
2015-08,Monterey,14,3748
2015-08,Monterey,15,3576
2015-08,Monterey,16,3397
2015-08,Monterey,17,3367
2015-08,Monterey,18,3256
2015-08,Monterey,19,2785
2015-08,Monterey,20,2668
2015-08,Napa,0,837
2015-08,Napa,1,730
2015-08,Napa,2,712
2015-08,Napa,3,733
2015-08,Napa,4,746
2015-08,Napa,5,748
2015-08,Napa,6,789
2015-08,Napa,7,810
2015-08,Napa,8,835
2015-08,Napa,9,820
2015-08,Napa,10,761
2015-08,Napa,11,737
2015-08,Napa,12,732
2015-08,Napa,13,677
2015-08,Napa,14,676
2015-08,Napa,15,645
2015-08,Napa,16,637
2015-08,Napa,17,613
2015-08,Napa,18,607
2015-08,Napa,19,487
2015-08,Napa,20,455
2015-08,Nevada,0,526
2015-08,Nevada,1,493
2015-08,Nevada,2,528
2015-08,Nevada,3,480
2015-08,Nevada,4,460
2015-08,Nevada,5,470
2015-08,Nevada,6,474
2015-08,Nevada,7,498
2015-08,Nevada,8,501
2015-08,Nevada,9,472
2015-08,Nevada,10,444
2015-08,Nevada,11,436
2015-08,Nevada,12,470
2015-08,Nevada,13,442
2015-08,Nevada,14,437
2015-08,Nevada,15,425
2015-08,Nevada,16,455
2015-08,Nevada,17,401
2015-08,Nevada,18,468
2015-08,Nevada,19,368
2015-08,Nevada,20,286
2015-08,Orange,0,19361
2015-08,Orange,1,18540
2015-08,Orange,2,18172
2015-08,Orange,3,18275
2015-08,Orange,4,18618
2015-08,Orange,5,19019
2015-08,Orange,6,19860
2015-08,Orange,7,21276
2015-08,Orange,8,20758
2015-08,Orange,9,20053
2015-08,Orange,10,19520
2015-08,Orange,11,18970
2015-08,Orange,12,18968
2015-08,Orange,13,18332
2015-08,Orange,14,18661
2015-08,Orange,15,18900
2015-08,Orange,16,18232
2015-08,Orange,17,18078
2015-08,Orange,18,17919
2015-08,Orange,19,14568
2015-08,Orange,20,13832
2015-08,Placer,0,1441
2015-08,Placer,1,1408
2015-08,Placer,2,1359
2015-08,Placer,3,1328
2015-08,Placer,4,1321
2015-08,Placer,5,1353
2015-08,Placer,6,1384
2015-08,Placer,7,1444
2015-08,Placer,8,1522
2015-08,Placer,9,1384
2015-08,Placer,10,1327
2015-08,Placer,11,1273
2015-08,Placer,12,1338
2015-08,Placer,13,1204
2015-08,Placer,14,1255
2015-08,Placer,15,1211
2015-08,Placer,16,1267
2015-08,Placer,17,1158
2015-08,Placer,18,1161
2015-08,Placer,19,943
2015-08,Placer,20,884
2015-08,Plumas,0,113
2015-08,Plumas,1,126
2015-08,Plumas,2,121
2015-08,Plumas,3,100
2015-08,Plumas,4,107
2015-08,Plumas,5,112
2015-08,Plumas,6,102
2015-08,Plumas,7,113
2015-08,Plumas,8,103
2015-08,Plumas,9,98
2015-08,Plumas,10,115
2015-08,Plumas,11,84
2015-08,Plumas,12,98
2015-08,Plumas,13,87
2015-08,Plumas,14,93
2015-08,Plumas,15,91
2015-08,Plumas,16,81
2015-08,Plumas,17,87
2015-08,Plumas,18,67
2015-08,Plumas,19,80
2015-08,Plumas,20,100
2015-08,Riverside,0,21641
2015-08,Riverside,1,20200
2015-08,Riverside,2,19908
2015-08,Riverside,3,19585
2015-08,Riverside,4,20281
2015-08,Riverside,5,19919
2015-08,Riverside,6,20067
2015-08,Riverside,7,21492
2015-08,Riverside,8,21534
2015-08,Riverside,9,20455
2015-08,Riverside,10,19798
2015-08,Riverside,11,19163
2015-08,Riverside,12,19363
2015-08,Riverside,13,18779
2015-08,Riverside,14,18944
2015-08,Riverside,15,18481
2015-08,Riverside,16,18401
2015-08,Riverside,17,17817
2015-08,Riverside,18,17236
2015-08,Riverside,19,14893
2015-08,Riverside,20,13592
2015-08,Sacramento,0,12660
2015-08,Sacramento,1,12619
2015-08,Sacramento,2,12317
2015-08,Sacramento,3,11961
2015-08,Sacramento,4,12227
2015-08,Sacramento,5,11810
2015-08,Sacramento,6,12044
2015-08,Sacramento,7,12347
2015-08,Sacramento,8,12300
2015-08,Sacramento,9,11583
2015-08,Sacramento,10,11156
2015-08,Sacramento,11,10663
2015-08,Sacramento,12,10473
2015-08,Sacramento,13,10297
2015-08,Sacramento,14,10062
2015-08,Sacramento,15,10149
2015-08,Sacramento,16,9584
2015-08,Sacramento,17,9797
2015-08,Sacramento,18,9448
2015-08,Sacramento,19,8570
2015-08,Sacramento,20,8586
2015-08,San Benito,0,513
2015-08,San Benito,1,431
2015-08,San Benito,2,442
2015-08,San Benito,3,449
2015-08,San Benito,4,467
2015-08,San Benito,5,432
2015-08,San Benito,6,450
2015-08,San Benito,7,500
2015-08,San Benito,8,526
2015-08,San Benito,9,470
2015-08,San Benito,10,464
2015-08,San Benito,11,421
2015-08,San Benito,12,422
2015-08,San Benito,13,442
2015-08,San Benito,14,447
2015-08,San Benito,15,380
2015-08,San Benito,16,401
2015-08,San Benito,17,387
2015-08,San Benito,18,372
2015-08,San Benito,19,308
